,Unnamed: 0,Unnamed: 0.1,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G,pts_25min,reb_25min,ast_25min,to_25min,stl_25min,blk_25min,pf_25min,2ptsM_25min,2ptsA_25min,3ptsM_25min,3ptsA_25min,ftM_25min,ftA_25min,fgM_25min,fgA_25min,tsne_pos
162,162,162,魏維,富邦勇士,G,1,0,185,75,11,3.5,1.6,0.7,0.7,0.5,0.0,1.4,115,1221,0.4969,0.3385,0.6486,0.4096,0.7,1.4,0.6,1.7,0.4,0.6,1.3,3.1,404,181,76,83,55,3,156,3.6,0.516129032,0.520214031,0.172244094,0,0,1,7.954545454545454,3.6363636363636362,1.5909090909090908,1.5909090909090908,1.1363636363636365,0.0,3.1818181818181817,1.5909090909090908,3.1818181818181817,1.3636363636363635,3.8636363636363638,0.9090909090909091,1.3636363636363635,2.9545454545454546,7.045454545454546,6
163,163,163,柳昇耀,富邦勇士,F,1,0,190,86,19,7.6,2.1,0.9,1.1,0.6,0.1,1.5,311,5984,0.4696,0.3617,0.7668,0.4207,1.7,3.6,1.1,3.0,0.9,1.2,2.8,6.7,2372,652,282,344,190,18,470,6.0,0.5,0.52573326,0.132084534,0,1,0,10.0,2.763157894736842,1.1842105263157894,1.4473684210526319,0.7894736842105263,0.13157894736842105,1.9736842105263157,2.236842105263158,4.7368421052631575,1.4473684210526319,3.9473684210526314,1.1842105263157894,1.5789473684210527,3.6842105263157894,8.81578947368421,3
164,164,164,賴柏霖,富邦勇士,G,1,0,179,83,11,2.3,1.3,0.9,0.6,0.4,0.0,1.1,121,1289,0.4286,0.2986,0.7937,0.3574,0.4,1.0,0.4,1.2,0.4,0.5,0.8,2.2,281,158,105,76,50,2,128,2.8,0.454545455,0.47520661200000003,0.19867549699999998,0,0,1,5.227272727272727,2.9545454545454546,2.0454545454545454,1.3636363636363635,0.9090909090909091,0.0,2.5000000000000004,0.9090909090909091,2.272727272727273,0.9090909090909091,2.727272727272727,0.9090909090909091,1.1363636363636365,1.8181818181818181,5.000000000000001,2
165,165,165,吳永仁,富邦勇士,G,1,1,176,74,25,8.2,3.3,3.2,1.9,1.1,0.1,2.3,376,9439,0.4885,0.3879,0.7438,0.4403,1.7,3.5,1.2,3.2,1.1,1.5,2.9,6.7,3097,1228,1213,731,411,51,858,9.8,0.52238806,0.557065217,0.205183585,0,0,1,8.2,3.3,3.2,1.9,1.1,0.1,2.3,1.7,3.5,1.2,3.2,1.1,1.5,2.9,6.7,2
166,166,166,周儀翔,臺北達欣工程,G,1,1,190,90,32,15.4,4.8,2.9,2.5,1.2,0.2,1.7,89,2805,0.4303,0.3065,0.7032,0.3909,4.0,9.3,1.3,4.3,3.5,4.9,5.3,13.6,1372,430,257,223,110,17,154,12.3,0.4375,0.48870271600000004,0.13694128,0,0,1,12.03125,3.75,2.265625,1.953125,0.9375,0.15625,1.328125,3.125,7.265625000000001,1.015625,3.359375,2.734375,3.8281250000000004,4.140625,10.625,4
167,167,167,劉元凱,臺北達欣工程,C,1,0,205,105,4,1.1,0.9,0.0,0.4,0.1,0.0,1.1,38,171,0.3409,0.0,0.7333,0.3409,0.4,1.2,0.0,0.0,0.3,0.4,0.4,1.2,41,36,1,17,5,0,42,0.8,0.333333333,0.39970930200000004,0.225225225,1,0,0,6.875000000000001,5.625,0.0,2.5,0.625,0.0,6.875000000000001,2.5,7.5,0.0,0.0,1.875,2.5,2.5,7.5,1
168,168,168,萬代奇,臺灣銀行,G,1,0,183,83,12,2.5,1.5,1.2,0.8,0.8,0.0,2.1,11,130,0.3125,0.5,0.75,0.375,0.5,1.5,0.4,0.7,0.5,0.7,0.8,2.2,28,16,13,9,9,0,23,3.6,0.454545455,0.498405104,0.24183796899999999,0,0,1,5.208333333333333,3.125,2.5,1.6666666666666667,1.6666666666666667,0.0,4.375,1.0416666666666667,3.125,0.8333333333333334,1.4583333333333333,1.0416666666666667,1.4583333333333333,1.6666666666666667,4.583333333333334,2
169,169,169,林界廷,臺灣銀行,G,1,0,192,85,2,0.4,0.5,0.1,0.3,0.0,0.0,0.8,10,22,0.4,0.0,0.0,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.5,4,5,1,3,0,0,8,0.4,0.4,0.4,0.375,0,0,1,5.0,6.25,1.25,3.75,0.0,0.0,10.0,2.5,6.25,0.0,0.0,0.0,0.0,2.5,6.25,5
170,170,170,王志群,臺北達欣工程,G,1,0,180,85,24,8.6,2.8,2.7,1.8,1.4,0.0,1.8,208,5002,0.5097,0.3361,0.7598,0.4004,1.4,2.7,1.6,4.6,1.2,1.6,2.9,7.3,1798,576,556,376,281,6,368,8.9,0.506849315,0.537231384,0.183598531,0,0,1,8.958333333333334,2.9166666666666665,2.8125,1.875,1.4583333333333333,0.0,1.875,1.4583333333333333,2.8125,1.6666666666666667,4.791666666666666,1.25,1.6666666666666667,3.0208333333333335,7.604166666666667,6
171,171,171,陳山眉,富邦勇士,G,1,0,193,86,12,3.3,2.8,1.7,1.2,0.7,0.2,0.9,30,372,0.4592,0.0,0.3,0.4018,1.5,3.3,0.0,0.5,0.3,1.0,1.5,3.7,99,83,50,36,22,5,28,4.6,0.405405405,0.398550725,0.224719101,0,0,1,6.875,5.833333333333333,3.5416666666666665,2.5,1.4583333333333333,0.4166666666666667,1.875,3.125,6.875,0.0,1.0416666666666667,0.625,2.0833333333333335,3.125,7.708333333333333,2
172,172,172,鍾秀鼐,富邦勇士,F,1,0,196,95,6,1.4,0.8,0.2,0.6,0.3,0.2,0.6,39,238,0.3404,0.1111,0.5,0.2568,0.4,1.2,0.1,0.7,0.3,0.7,0.5,1.9,54,33,7,22,11,7,24,0.5,0.289473684,0.317028986,0.21367521399999997,0,1,0,5.833333333333333,3.3333333333333335,0.8333333333333334,2.5,1.25,0.8333333333333334,2.5,1.6666666666666667,5.0,0.4166666666666667,2.9166666666666665,1.25,2.9166666666666665,2.0833333333333335,7.916666666666667,3
173,173,173,林宗慶,富邦勇士,F,1,0,188,92,13,4.7,1.6,0.8,0.8,0.4,0.0,1.2,269,3474,0.439,0.2566,0.5782,0.3904,1.5,3.5,0.3,1.3,0.7,1.3,1.8,4.7,1277,425,222,205,102,3,336,3.2,0.41489361700000005,0.445751138,0.13175230599999999,0,1,0,9.038461538461538,3.076923076923077,1.5384615384615385,1.5384615384615385,0.7692307692307693,0.0,2.3076923076923075,2.8846153846153846,6.730769230769231,0.5769230769230769,2.5,1.3461538461538463,2.5,3.4615384615384617,9.038461538461538,3
174,174,174,蔡政憲,富邦勇士,C,1,0,197,97,5,1.3,1.3,0.0,0.6,0.1,0.1,1.0,24,118,0.48,0.0,0.6667,0.48,0.5,1.0,0.0,0.0,0.3,0.5,0.5,1.0,32,32,1,15,3,3,24,1.5,0.5,0.532786885,0.32967033,1,0,0,6.5,6.5,0.0,3.0,0.5,0.5,5.0,2.5,5.0,0.0,0.0,1.5,2.5,2.5,5.0,1
175,175,175,劉育辰,金門酒廠,F,1,0,190,91,10,2.3,1.5,0.2,0.3,0.5,0.1,1.2,30,289,0.5185,0.4,0.3333,0.5,0.9,1.8,0.1,0.3,0.1,0.2,1.1,2.1,70,46,7,9,15,4,35,3.2,0.5476190479999999,0.52559415,0.12057877800000001,0,1,0,5.749999999999999,3.75,0.5,0.75,1.25,0.25,3.0,2.25,4.5,0.25,0.75,0.25,0.5,2.7500000000000004,5.25,5
176,176,176,楊哲宜,金門酒廠,F,1,1,193,85,26,10.4,3.2,1.8,1.6,0.9,0.1,1.9,329,8411,0.4993,0.3043,0.6134,0.4308,3.1,6.1,1.0,3.3,1.3,2.1,4.1,9.4,3438,1054,597,514,291,19,633,8.7,0.489361702,0.503680744,0.13418316,0,1,0,10.0,3.076923076923077,1.7307692307692308,1.5384615384615385,0.8653846153846154,0.09615384615384616,1.8269230769230769,2.980769230769231,5.865384615384615,0.9615384615384616,3.173076923076923,1.25,2.019230769230769,3.9423076923076916,9.038461538461538,3
177,177,177,巴羅,金門酒廠,C,0,0,208,115,37,24.4,14.5,0.9,2.5,1.2,1.6,1.4,29,1070,0.5219,0.2326,0.6525,0.4991,9.0,17.3,0.3,1.5,5.3,8.1,9.4,18.8,708,421,27,73,35,47,41,27.9,0.507978723,0.545519585,0.100546976,1,0,0,16.486486486486488,9.797297297297296,0.6081081081081081,1.6891891891891893,0.8108108108108109,1.0810810810810811,0.9459459459459459,6.081081081081081,11.68918918918919,0.20270270270270271,1.0135135135135136,3.581081081081081,5.472972972972973,6.351351351351352,12.702702702702704,0
178,178,178,許皓程,金門酒廠,G,1,0,176,75,23,5.3,3.1,2.9,1.5,1.1,0.0,1.7,320,7344,0.445,0.2723,0.7226,0.3791,1.3,3.0,0.5,1.9,1.1,1.6,1.8,4.9,1706,1000,915,466,341,7,551,7.3,0.41836734700000006,0.47287651700000005,0.211148649,0,0,1,5.760869565217392,3.369565217391304,3.152173913043478,1.6304347826086956,1.1956521739130437,0.0,1.8478260869565217,1.4130434782608696,3.260869565217391,0.5434782608695652,2.0652173913043477,1.1956521739130437,1.7391304347826086,1.9565217391304348,5.32608695652174,2
179,179,179,邱繼緯,金門酒廠,G,1,0,176,76,4,0.6,0.5,0.3,0.4,0.2,0.0,0.3,36,150,0.1429,0.2941,0.1667,0.2258,0.1,0.4,0.1,0.5,0.0,0.2,0.2,0.9,20,17,9,16,7,0,12,0.3,0.27777777800000003,0.303643725,0.288184438,0,0,1,3.75,3.125,1.875,2.5,1.25,0.0,1.875,0.625,2.5,0.625,3.125,0.0,1.25,1.25,5.625,2
180,180,180,陶斯,璞園建築,C,0,0,208,120,32,19.2,15.2,1.5,2.8,1.2,2.3,1.7,60,1898,0.5371,0.25,0.6711,0.5333,7.8,14.6,0.1,0.2,3.4,5.1,7.9,14.8,1153,913,92,168,72,140,103,28.0,0.537162162,0.5632480639999999,0.141100585,1,0,0,15.0,11.875,1.171875,2.1875,0.9375,1.7968749999999998,1.328125,6.09375,11.40625,0.078125,0.15625,2.65625,3.9843749999999996,6.171875,11.5625,0
181,181,181,劉錚,台灣啤酒,G,1,1,192,80,30,14.1,5.8,2.0,2.6,2.4,0.6,2.1,134,4010,0.4628,0.2786,0.7175,0.4003,3.9,8.5,1.2,4.4,2.6,3.6,5.2,12.9,1893,781,274,349,321,78,277,13.6,0.449612403,0.486743993,0.152189183,0,0,1,11.75,4.833333333333333,1.6666666666666667,2.1666666666666665,2.0,0.5,1.75,3.25,7.083333333333333,1.0,3.666666666666667,2.1666666666666665,3.0,4.333333333333333,10.75,4
182,182,182,王建惟,台灣啤酒,F,1,0,191,92,9,2.8,1.8,0.4,0.6,0.3,0.1,1.9,251,2255,0.5152,0.375,0.4752,0.494,1.0,2.0,0.1,0.4,0.4,0.8,1.1,2.3,703,459,91,148,87,35,469,3.2,0.5,0.527903469,0.184501845,0,1,0,7.777777777777778,5.0,1.1111111111111112,1.6666666666666667,0.8333333333333334,0.2777777777777778,5.277777777777778,2.7777777777777777,5.555555555555555,0.2777777777777778,1.1111111111111112,1.1111111111111112,2.2222222222222223,3.055555555555556,6.388888888888888,1
183,183,183,鄭人維,台灣啤酒,F,1,1,194,95,24,10.2,5.0,1.4,1.9,1.0,0.8,2.6,260,6254,0.4225,0.3268,0.6789,0.3887,2.6,6.1,1.1,3.3,1.8,2.6,3.7,9.4,2645,1302,376,492,267,200,683,10.0,0.45212766,0.483687405,0.152684024,0,1,0,10.624999999999998,5.208333333333333,1.4583333333333333,1.9791666666666667,1.0416666666666667,0.8333333333333334,2.7083333333333335,2.7083333333333335,6.354166666666667,1.1458333333333335,3.4375,1.875,2.7083333333333335,3.8541666666666665,9.791666666666666,3
184,184,184,謝鎮陽,台灣啤酒,F,1,0,192,95,1,0.3,0.3,0.0,0.0,0.0,0.0,0.2,12,15,0.6667,0.0,0.0,0.4,0.2,0.3,0.0,0.2,0.0,0.2,0.2,0.4,4,4,0,0,0,0,2,0.2,0.5,0.30737704899999996,0.0,0,1,0,7.5,7.5,0.0,0.0,0.0,0.0,5.0,5.0,7.5,0.0,5.0,0.0,5.0,5.0,10.0,0
185,185,185,陳志忠,裕隆納智捷,G,1,0,188,75,27,9.7,3.5,3.5,1.8,1.2,0.1,2.2,286,7832,0.484,0.3648,0.7106,0.4329,2.2,4.6,1.3,3.4,1.5,2.0,3.5,8.0,2762,997,1003,517,357,38,635,11.2,0.51875,0.546171171,0.16853932600000002,0,0,1,8.981481481481481,3.240740740740741,3.240740740740741,1.6666666666666667,1.1111111111111112,0.09259259259259259,2.037037037037037,2.037037037037037,4.259259259259259,1.2037037037037037,3.1481481481481484,1.3888888888888888,1.8518518518518519,3.240740740740741,7.407407407407407,2
186,186,186,林傑閔,裕隆納智捷,G,1,0,182,83,9,3.1,1.3,0.8,1.1,0.4,0.0,1.0,96,860,0.4126,0.2857,0.6593,0.3759,0.9,2.1,0.3,0.9,0.6,0.9,1.1,3.0,302,121,78,101,39,4,96,2.3,0.41666666700000005,0.45641931700000005,0.244661922,0,0,1,8.61111111111111,3.611111111111111,2.2222222222222223,3.055555555555556,1.1111111111111112,0.0,2.7777777777777777,2.5,5.833333333333333,0.8333333333333334,2.5,1.6666666666666667,2.5,3.055555555555556,8.333333333333334,2
187,187,187,劉丁維,裕隆納智捷,G,1,0,183,82,2,0.1,0.3,0.0,0.3,0.1,0.1,0.2,11,22,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.1,0.1,0.2,0.0,0.5,1,3,0,3,1,1,2,-0.3,0.0,0.085034014,0.33783783799999995,0,0,1,1.25,3.75,0.0,3.75,1.25,1.25,2.5,0.0,5.0,0.0,1.25,1.25,2.5,0.0,6.25,3
188,188,188,泰勒,裕隆納智捷,C,0,0,218,143,34,16.3,16.6,1.6,3.1,0.8,2.7,2.6,38,1293,0.5068,0.0,0.4008,0.5049,6.8,13.5,0.0,0.1,2.7,6.6,6.8,13.6,621,629,62,119,31,104,97,24.2,0.5,0.49381968,0.158130994,1,0,0,11.985294117647058,12.205882352941178,1.1764705882352942,2.2794117647058822,0.5882352941176471,1.9852941176470589,1.911764705882353,5.0,9.926470588235293,0.0,0.07352941176470588,1.9852941176470589,4.852941176470588,5.0,10.0,0
189,189,189,許致強,臺灣銀行,F,1,0,196,96,22,10.5,5.2,0.9,1.7,0.7,0.5,2.4,222,4824,0.4601,0.3281,0.6442,0.4518,4.0,8.6,0.2,0.6,1.9,3.0,4.2,9.2,2321,1155,195,386,151,112,534,10.0,0.467391304,0.49904943,0.139116203,0,1,0,11.931818181818182,5.909090909090909,1.0227272727272727,1.9318181818181819,0.7954545454545454,0.5681818181818182,2.727272727272727,4.545454545454546,9.772727272727273,0.22727272727272727,0.6818181818181818,2.159090909090909,3.409090909090909,4.7727272727272725,10.454545454545453,1
190,190,190,鄭皓璿,臺灣銀行,G,1,0,183,78,16,4.4,2.1,1.3,1.6,1.1,0.1,1.1,50,779,0.381,0.2737,0.8667,0.3422,1.3,3.4,0.5,1.9,0.3,0.3,1.8,5.3,219,104,66,82,55,4,56,3.9,0.386792453,0.405007364,0.22753128600000003,0,0,1,6.875000000000001,3.28125,2.03125,2.5,1.7187500000000002,0.15625,1.7187500000000002,2.03125,5.3125,0.78125,2.96875,0.46875,0.46875,2.8125,8.28125,2
191,191,191,佩爾,臺北達欣工程,C,0,0,210,105,32,15.3,14.2,0.7,3.5,0.7,3.0,3.0,30,971,0.4933,0.0,0.6953,0.4933,6.2,12.5,0.0,0.0,3.0,4.3,6.2,12.5,459,427,21,106,21,91,91,22.8,0.496,0.531545303,0.19561815300000002,1,0,0,11.953125,11.09375,0.546875,2.734375,0.546875,2.34375,2.34375,4.84375,9.765625,0.0,0.0,2.34375,3.359375,4.84375,9.765625,0
192,192,192,陳耀庭,臺北達欣工程,F,1,0,196,102,9,2.9,1.7,0.4,0.8,0.2,0.2,1.1,95,890,0.3862,0.0,0.5489999999999999,0.3836,1.2,3.1,0.0,0.0,0.6,1.1,1.2,3.1,280,164,41,74,22,15,104,2.2,0.387096774,0.40457589299999996,0.182481752,0,1,0,8.055555555555555,4.722222222222222,1.1111111111111112,2.2222222222222223,0.5555555555555556,0.5555555555555556,3.055555555555556,3.3333333333333335,8.61111111111111,0.0,0.0,1.6666666666666667,3.055555555555556,3.3333333333333335,8.61111111111111,1
193,193,193,顏振弘,臺北達欣工程,C,1,0,196,90,15,4.9,2.9,0.5,0.9,0.4,0.3,1.9,141,2115,0.4416,0.1429,0.5714,0.4385,2.1,4.7,0.0,0.0,0.7,1.2,2.1,4.8,689,410,67,130,58,40,269,4.9,0.4375,0.459834835,0.144508671,1,0,0,8.166666666666668,4.833333333333333,0.8333333333333334,1.5,0.6666666666666666,0.5,3.1666666666666665,3.5,7.833333333333333,0.0,0.0,1.1666666666666667,2.0,3.5,8.0,1
194,194,194,呂承樺,臺北達欣工程,F,1,0,197,85,2,0.4,0.1,0.0,0.2,0.2,0.0,0.9,11,27,0.25,0.0,0.0,0.25,0.2,0.7,0.0,0.0,0.0,0.0,0.2,0.7,4,1,0,2,2,0,10,0.0,0.28571428600000004,0.28571428600000004,0.222222222,0,1,0,5.0,1.25,0.0,2.5,2.5,0.0,11.25,2.5,8.75,0.0,0.0,0.0,0.0,2.5,8.75,5
195,195,195,何守正,富邦勇士,F,1,1,197,98,26,11.1,4.2,1.3,1.3,0.5,0.2,1.5,283,7264,0.5198,0.332,0.6891,0.4362,2.8,5.4,1.4,4.3,1.3,1.8,4.2,9.7,3149,1182,355,360,137,51,429,10.0,0.505154639,0.528974457,0.11024423300000001,0,1,0,10.673076923076923,4.038461538461538,1.25,1.25,0.4807692307692308,0.19230769230769232,1.4423076923076923,2.6923076923076925,5.1923076923076925,1.3461538461538463,4.134615384615385,1.25,1.7307692307692308,4.038461538461538,9.326923076923077,3
196,196,196,陳鑫堯,金門酒廠,G,1,0,173,73,9,2.5,0.9,0.7,1.0,0.5,0.0,0.7,44,376,0.4769,0.2264,0.5238,0.3644,0.7,1.5,0.3,1.2,0.3,0.5,1.0,2.7,109,41,30,43,21,0,29,1.7,0.425925926,0.42808219200000003,0.255102041,0,0,1,6.944444444444445,2.5,1.9444444444444444,2.7777777777777777,1.3888888888888888,0.0,1.9444444444444444,1.9444444444444444,4.166666666666667,0.8333333333333334,3.3333333333333335,0.8333333333333334,1.3888888888888888,2.7777777777777777,7.5,2
197,197,197,桑一慶,金門酒廠,F,1,0,193,86,8,0.9,0.9,0.5,0.6,0.3,0.0,0.6,8,61,0.1538,0.5,0.0,0.2,0.3,1.6,0.1,0.3,0.0,0.3,0.4,1.9,7,7,4,5,2,0,5,0.2,0.236842105,0.221456693,0.22796352600000003,0,1,0,2.8125,2.8125,1.5625,1.875,0.9375,0.0,1.875,0.9375,5.0,0.3125,0.9375,0.0,0.9375,1.25,5.9375,5
198,198,198,黃啟峰,台中璞園建築,F,1,0,192,85,13,4.2,1.8,0.7,0.6,0.4,0.1,1.2,225,2817,0.5415,0.3007,0.6792,0.4953,1.4,2.7,0.2,0.6,0.7,1.1,1.6,3.3,944,406,148,132,79,19,275,4.5,0.515151515,0.554968288,0.136861314,0,1,0,8.076923076923077,3.4615384615384617,1.3461538461538463,1.1538461538461537,0.7692307692307693,0.19230769230769232,2.3076923076923075,2.6923076923076925,5.1923076923076925,0.38461538461538464,1.1538461538461537,1.3461538461538463,2.115384615384616,3.076923076923077,6.346153846153846,5
199,199,199,簡嘉宏,台中璞園建築,F,1,1,197,108,24,11.5,4.8,1.4,1.7,0.6,0.3,1.7,226,5330,0.4718,0.2843,0.7183,0.4369,3.8,8.0,0.5,1.8,2.4,3.3,4.3,9.8,2595,1092,323,385,132,71,380,10.5,0.46428571399999996,0.5110202629999999,0.13125386,0,1,0,11.979166666666666,5.0,1.4583333333333333,1.7708333333333333,0.625,0.3125,1.7708333333333333,3.9583333333333335,8.333333333333334,0.5208333333333334,1.875,2.5,3.4375,4.479166666666667,10.208333333333334,1
200,200,200,毛加恩,台中璞園建築,F,1,1,195,93,22,10.4,4.5,2.0,2.4,1.0,0.3,2.4,205,4498,0.4555,0.2941,0.7138,0.4284,3.6,7.8,0.5,1.6,1.9,2.7,4.0,9.4,2141,924,417,490,205,60,495,9.6,0.45212766,0.491122025,0.184785956,0,1,0,11.818181818181818,5.113636363636363,2.272727272727273,2.727272727272727,1.1363636363636365,0.3409090909090909,2.727272727272727,4.090909090909091,8.863636363636363,0.5681818181818182,1.8181818181818181,2.159090909090909,3.0681818181818183,4.545454545454546,10.681818181818182,0
201,201,201,賴佳圻,台灣啤酒,C,1,0,198,95,6,1.0,1.3,0.2,0.5,0.3,0.0,1.2,6,37,0.3333,0.0,0.0,0.3333,0.5,1.5,0.0,0.0,0.0,0.3,0.5,1.5,6,8,1,3,2,0,7,1.0,0.333333333,0.306372549,0.234521576,1,0,0,4.166666666666667,5.416666666666667,0.8333333333333334,2.0833333333333335,1.25,0.0,5.0,2.0833333333333335,6.25,0.0,0.0,0.0,1.25,2.0833333333333335,6.25,5
202,202,202,賴國維,台灣啤酒,G,1,0,180,78,14,3.8,1.3,1.7,1.1,0.5,0.0,1.1,95,1332,0.3514,0.3038,0.7097,0.3181,0.4,1.2,0.8,2.7,0.5,0.7,1.2,3.9,359,126,162,101,48,1,107,3.3,0.41025641,0.45152091299999997,0.207234363,0,0,1,6.785714285714286,2.3214285714285716,3.0357142857142856,1.9642857142857146,0.8928571428571429,0.0,1.9642857142857146,0.7142857142857143,2.142857142857143,1.4285714285714286,4.821428571428571,0.8928571428571429,1.25,2.142857142857143,6.964285714285714,6
203,203,203,德瑞克,新北裕隆納智捷,F,0,0,206,125,23,13.7,9.2,0.7,2.9,0.6,0.3,3.2,10,228,0.43799999999999994,0.0,0.6538,0.4348,6.0,13.7,0.0,0.1,1.7,2.6,6.0,13.8,137,92,7,29,6,3,32,12.9,0.434782609,0.458377944,0.162519614,0,1,0,14.891304347826088,9.999999999999998,0.7608695652173914,3.152173913043478,0.6521739130434783,0.32608695652173914,3.4782608695652173,6.521739130434782,14.891304347826088,0.0,0.10869565217391304,1.8478260869565217,2.8260869565217392,6.521739130434782,15.0,0
204,204,204,姜仕峰,新北裕隆納智捷,G,1,0,182,78,16,4.4,2.5,1.8,1.5,0.7,0.1,1.9,62,996,0.4269,0.0313,0.6667,0.3836,1.8,4.2,0.0,0.5,0.8,1.2,1.8,4.7,273,156,114,92,43,8,116,4.7,0.38297872299999997,0.420811018,0.22294887,0,0,1,6.875000000000001,3.90625,2.8125,2.34375,1.09375,0.15625,2.96875,2.8125,6.5625,0.0,0.78125,1.25,1.875,2.8125,7.34375,2
205,205,205,簡明富,臺灣銀行,G,1,0,163,68,20,6.6,2.5,2.5,1.9,1.1,0.0,2.2,187,3809,0.4283,0.3163,0.7224,0.3597,1.0,2.4,1.2,3.8,0.9,1.3,2.2,6.2,1228,462,465,363,210,1,412,6.4,0.45161290299999995,0.48730065,0.21909594100000002,0,0,1,8.25,3.125,3.125,2.375,1.3750000000000002,0.0,2.7500000000000004,1.25,3.0,1.5,4.75,1.125,1.625,2.7500000000000004,7.75,2
206,206,206,莊曉文,臺灣銀行,F,1,0,190,95,18,5.9,3.0,1.0,0.8,0.6,0.3,1.6,282,4985,0.3997,0.2935,0.602,0.33899999999999997,1.1,2.8,1.1,3.7,0.4,0.7,2.2,6.5,1665,855,288,232,180,89,443,5.4,0.423076923,0.43331374899999997,0.105152471,0,1,0,8.194444444444445,4.166666666666667,1.3888888888888888,1.1111111111111112,0.8333333333333334,0.4166666666666667,2.2222222222222223,1.527777777777778,3.888888888888889,1.527777777777778,5.138888888888889,0.5555555555555556,0.9722222222222222,3.055555555555556,9.027777777777779,3
207,207,207,田壘,臺北達欣工程,F,1,1,202,104,33,19.3,8.8,2.2,2.2,1.4,1.5,2.2,253,8239,0.4998,0.3252,0.7115,0.42700000000000005,4.7,9.3,2.2,6.7,3.5,4.9,6.8,16.0,4883,2222,563,545,360,381,554,20.4,0.49375,0.531504737,0.108076243,0,1,0,14.621212121212121,6.666666666666668,1.666666666666667,1.666666666666667,1.0606060606060606,1.1363636363636365,1.666666666666667,3.5606060606060606,7.045454545454547,1.666666666666667,5.075757575757576,2.6515151515151514,3.7121212121212124,5.151515151515151,12.121212121212121,0
208,208,208,林育揚,臺北達欣工程,F,1,0,192,85,5,1.4,0.6,0.1,0.4,0.4,0.0,1.0,27,134,0.375,0.0,0.6667,0.3,0.3,0.9,0.0,0.2,0.7,1.1,0.3,1.1,38,17,4,10,12,1,27,0.9,0.272727273,0.441919192,0.201612903,0,1,0,7.0,3.0,0.5,2.0,2.0,0.0,5.0,1.5,4.5,0.0,1.0,3.5,5.500000000000001,1.5,5.500000000000001,2
209,209,209,林志隆,台灣大雲豹,G,1,0,173,80,18,5.1,2.9,1.9,1.4,0.9,0.0,2.0,162,2892,0.4545,0.3846,0.6507,0.4254,1.2,2.6,0.7,1.8,0.6,0.9,1.9,4.4,820,471,310,220,142,1,327,6.6,0.511363636,0.531693078,0.225952227,0,0,1,7.083333333333332,4.027777777777778,2.638888888888889,1.9444444444444444,1.25,0.0,2.7777777777777777,1.6666666666666667,3.611111111111111,0.9722222222222222,2.5,0.8333333333333334,1.25,2.638888888888889,6.111111111111112,2
210,210,210,許誠文,台灣大雲豹,C,1,0,197,115,9,2.6,1.7,0.3,0.7,0.2,0.2,1.6,171,1491,0.4397,0.3043,0.5185,0.4327,1.1,2.5,0.0,0.1,0.3,0.6,1.1,2.6,449,298,51,127,35,40,267,2.5,0.423076923,0.453910615,0.19640853,1,0,0,7.222222222222222,4.722222222222222,0.8333333333333334,1.9444444444444444,0.5555555555555556,0.5555555555555556,4.444444444444445,3.055555555555556,6.944444444444445,0.0,0.2777777777777778,0.8333333333333334,1.6666666666666667,3.055555555555556,7.222222222222222,1
211,211,211,賴桂林,台灣大雲豹,G,1,0,183,76,4,1.2,0.5,0.2,0.7,0.2,0.0,0.8,24,107,0.3889,0.0769,0.5714,0.2581,0.3,0.8,0.0,0.5,0.5,0.9,0.3,1.3,29,11,4,17,4,1,18,0.0,0.23076923100000002,0.353773585,0.292153589,0,0,1,7.5,3.125,1.25,4.375,1.25,0.0,5.0,1.875,5.0,0.0,3.125,3.125,5.625,1.875,8.125,2
212,212,212,黃巨導,金門酒廠,F,1,0,195,83,10,2.2,1.6,0.3,0.3,0.3,0.3,1.6,158,1574,0.3773,0.284,0.5205,0.3368,0.5,1.4,0.3,1.1,0.2,0.5,0.8,2.5,348,250,51,46,45,48,246,2.4,0.38,0.404411765,0.099337748,0,1,0,5.500000000000001,4.0,0.75,0.75,0.75,0.75,4.0,1.25,3.5,0.75,2.7500000000000004,0.5,1.25,2.0,6.25,5
213,213,213,吳俊雄,金門酒廠,G,1,0,200,100,13,3.6,3.3,0.5,1.0,0.3,0.2,2.0,168,2121,0.4333,0.0833,0.6226,0.4192,1.5,3.4,0.0,0.1,0.6,0.9,1.5,3.5,599,549,84,161,51,27,342,4.6,0.428571429,0.46201232,0.20424836600000001,0,0,1,6.923076923076923,6.346153846153846,0.9615384615384616,1.9230769230769231,0.5769230769230769,0.38461538461538464,3.8461538461538463,2.8846153846153846,6.538461538461538,0.0,0.19230769230769232,1.1538461538461537,1.7307692307692308,2.8846153846153846,6.730769230769231,1
