,Unnamed: 0,Unnamed: 0.1,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G,pts_25min,reb_25min,ast_25min,to_25min,stl_25min,blk_25min,pf_25min,2ptsM_25min,2ptsA_25min,3ptsM_25min,3ptsA_25min,ftM_25min,ftA_25min,fgM_25min,fgA_25min,tsne_pos
266,266,266,林志傑,台灣啤酒,F,1,1,192,95,34,20.7,6.9,3.2,3.4,1.3,0.4,2.3,174,5910,0.5251,0.3478,0.6954,0.4305,4.1,7.8,3.1,8.9,3.2,4.7,7.2,16.7,3600,1206,552,599,219,73,395,18.1,0.523952096,0.5514705879999999,0.153374233,0,1,0,15.220588235294118,5.073529411764706,2.3529411764705883,2.5,0.9558823529411765,0.29411764705882354,1.691176470588235,3.0147058823529407,5.735294117647059,2.2794117647058822,6.544117647058823,2.3529411764705883,3.4558823529411766,5.294117647058823,12.279411764705882,0
267,267,267,賴國弘,台灣大雲豹,F,1,1,198,91,19,10.1,4.0,0.7,1.6,0.3,0.2,1.9,115,2181,0.5756,0.0,0.6512,0.5743,4.3,7.4,0.0,0.0,1.6,2.4,4.3,7.4,1165,465,86,189,34,27,217,9.8,0.581081081,0.597209082,0.15910899,0,1,0,13.289473684210526,5.2631578947368425,0.9210526315789473,2.1052631578947367,0.39473684210526316,0.2631578947368421,2.5,5.657894736842105,9.736842105263158,0.0,0.0,2.1052631578947367,3.1578947368421053,5.657894736842105,9.736842105263158,1
268,268,268,羅興樑,台灣大雲豹,G,1,1,183,85,25,12.3,3.6,2.0,1.8,1.2,0.1,1.1,159,3964,0.4873,0.3718,0.7836,0.4295,2.4,4.9,1.8,5.0,2.0,2.5,4.3,9.9,1960,569,312,279,187,10,172,11.3,0.525252525,0.559090909,0.140625,0,0,1,12.3,3.6,2.0,1.8,1.2,0.1,1.1,2.4,4.9,1.8,5.0,2.0,2.5,4.3,9.9,4
269,269,269,顏行書,台灣啤酒,G,1,1,183,80,21,7.2,3.2,3.0,1.6,1.4,0.2,1.6,50,1045,0.5024,0.3367,0.7424,0.4495,2.1,4.2,0.7,2.0,1.0,1.3,2.8,6.1,358,158,152,78,69,12,80,9.8,0.516393443,0.539568345,0.193423598,0,0,1,8.571428571428571,3.8095238095238093,3.5714285714285716,1.9047619047619047,1.6666666666666667,0.23809523809523808,1.9047619047619047,2.5,5.0,0.8333333333333334,2.380952380952381,1.1904761904761905,1.5476190476190477,3.3333333333333335,7.261904761904762,2
270,270,270,李孝澤,台灣啤酒,G,1,0,175,80,12,4.9,1.3,0.8,1.6,0.4,0.0,1.3,19,220,0.4727,0.4444,0.6923,0.4658,1.4,2.9,0.4,0.9,0.9,1.4,1.8,3.8,94,25,16,30,8,0,24,3.3,0.526315789,0.554800725,0.265957447,0,0,1,10.208333333333334,2.7083333333333335,1.6666666666666667,3.3333333333333335,0.8333333333333334,0.0,2.7083333333333335,2.9166666666666665,6.041666666666667,0.8333333333333334,1.875,1.875,2.9166666666666665,3.75,7.916666666666667,2
271,271,271,吳政育,台灣大雲豹,G,1,0,186,80,12,5.1,1.2,0.7,0.7,0.4,0.0,1.1,42,492,0.4507,0.3492,0.7727,0.3858,0.8,1.7,1.0,3.0,0.4,0.5,1.8,4.7,213,49,29,31,16,1,48,3.7,0.489361702,0.518292683,0.12455516,0,0,1,10.624999999999998,2.5,1.4583333333333333,1.4583333333333333,0.8333333333333334,0.0,2.291666666666667,1.6666666666666667,3.5416666666666665,2.0833333333333335,6.25,0.8333333333333334,1.0416666666666667,3.75,9.791666666666666,6
272,272,272,林信華,台灣大雲豹,F,1,0,198,93,16,5.2,4.1,0.8,1.7,0.4,0.6,2.4,92,1517,0.4873,0.1111,0.6066,0.4779,1.9,3.8,0.0,0.1,1.4,2.3,1.9,3.9,475,381,76,154,35,51,217,6.5,0.487179487,0.529315961,0.257108288,0,1,0,8.125,6.406249999999999,1.25,2.65625,0.625,0.9375,3.75,2.96875,5.9375,0.0,0.15625,2.1875,3.5937499999999996,2.96875,6.09375,1
273,273,273,陳泉旭,璞園建築,F,1,0,187,93,12,3.6,2.1,0.4,0.7,0.2,0.1,1.5,19,229,0.4237,0.0833,0.625,0.3662,1.3,3.1,0.1,0.6,0.8,1.3,1.4,3.7,68,39,8,13,4,1,28,2.9,0.391891892,0.421348315,0.140788415,0,1,0,7.5,4.375,0.8333333333333334,1.4583333333333333,0.4166666666666667,0.20833333333333334,3.125,2.7083333333333335,6.458333333333333,0.20833333333333334,1.25,1.6666666666666667,2.7083333333333335,2.9166666666666665,7.708333333333333,1
274,274,274,高立民,璞園建築,F,1,0,194,84,15,5.1,3.1,0.5,0.9,0.4,0.4,2.3,111,1626,0.434,0.4118,0.5949,0.4333,2.0,4.5,0.1,0.2,1.0,1.8,2.0,4.7,571,342,54,104,45,42,260,5.1,0.436170213,0.46431172600000004,0.140801001,0,1,0,8.499999999999998,5.166666666666667,0.8333333333333334,1.5,0.6666666666666666,0.6666666666666666,3.833333333333333,3.3333333333333335,7.5,0.16666666666666666,0.3333333333333333,1.6666666666666667,3.0,3.3333333333333335,7.833333333333333,1
275,275,275,周俊三,台灣啤酒,G,1,1,173,73,24,8.2,3.1,3.9,1.9,1.2,0.1,1.4,86,2076,0.4474,0.3541,0.7235,0.4073,1.8,4.0,1.1,3.0,1.4,2.0,2.8,7.0,702,268,333,161,100,12,124,9.8,0.478571429,0.520304569,0.194274029,0,0,1,8.541666666666666,3.2291666666666665,4.0625,1.9791666666666667,1.25,0.10416666666666667,1.4583333333333333,1.875,4.166666666666667,1.1458333333333335,3.125,1.4583333333333333,2.0833333333333335,2.9166666666666665,7.291666666666667,2
276,276,276,林哲維,台灣啤酒,F,1,0,195,90,10,2.1,2.1,0.3,0.6,0.5,0.6,1.3,31,320,0.6296,0.3,0.3846,0.4561,0.5,0.9,0.3,1.0,0.2,0.4,0.8,1.8,66,66,8,19,16,18,39,3.8,0.5277777779999999,0.531376518,0.232919255,0,1,0,5.25,5.25,0.75,1.5,1.25,1.5,3.25,1.25,2.25,0.75,2.5,0.5,1.0,2.0,4.5,5
277,277,277,周泓諭,裕隆納智捷,F,1,0,195,92,13,4.8,2.4,1.1,0.9,0.3,0.2,1.7,132,1669,0.5191,0.2921,0.7901,0.4831,1.9,3.6,0.2,0.7,0.5,0.6,2.1,4.3,632,315,147,114,38,22,224,5.6,0.511627907,0.5258545139999999,0.164714495,0,1,0,9.23076923076923,4.615384615384615,2.115384615384616,1.7307692307692308,0.5769230769230769,0.38461538461538464,3.269230769230769,3.6538461538461537,6.923076923076923,0.38461538461538464,1.3461538461538463,0.9615384615384616,1.1538461538461537,4.038461538461538,8.26923076923077,1
278,278,278,邱啟益,裕隆納智捷,G,1,0,182,72,14,6.1,1.4,1.0,1.1,0.6,0.0,1.7,85,1227,0.5353,0.3296,0.75,0.4476,1.5,2.8,0.7,2.1,1.0,1.4,2.2,4.9,522,122,83,91,47,2,147,4.9,0.5204081629999999,0.552936911,0.166263603,0,0,1,10.892857142857142,2.5,1.7857142857142858,1.9642857142857146,1.0714285714285714,0.0,3.0357142857142856,2.6785714285714284,5.0,1.25,3.75,1.7857142857142858,2.5,3.9285714285714293,8.750000000000002,4
279,279,279,鄭常君,達欣工程,G,1,0,176,71,9,4.0,1.2,0.5,0.5,0.4,0.0,1.2,85,788,0.4694,0.3559,0.6707,0.3964,0.5,1.2,0.7,2.1,0.6,1.0,1.3,3.2,336,104,43,46,30,0,102,3.3,0.515625,0.549450549,0.12077294699999999,0,0,1,11.11111111111111,3.3333333333333335,1.3888888888888888,1.3888888888888888,1.1111111111111112,0.0,3.3333333333333335,1.3888888888888888,3.3333333333333335,1.9444444444444444,5.833333333333333,1.6666666666666667,2.7777777777777777,3.611111111111111,8.88888888888889,6
280,280,280,游育倫,達欣工程,G,1,0,175,75,8,1.7,0.8,1.1,0.7,0.4,0.0,0.9,40,322,0.5,0.5,0.7647,0.5,0.4,0.7,0.2,0.5,0.3,0.4,0.6,1.2,68,33,44,27,16,1,36,2.6,0.583333333,0.6177325579999999,0.33718689799999996,0,0,1,5.3125,2.5,3.4375000000000004,2.1875,1.25,0.0,2.8125,1.25,2.1875,0.625,1.5625,0.9375,1.25,1.875,3.75,2
281,281,281,陳立偉,緯來獵人,G,1,0,180,75,15,4.1,1.9,1.3,1.3,0.4,0.0,1.8,26,378,0.5,0.4146,0.9032,0.4493,0.5,1.1,0.7,1.6,1.1,1.2,1.2,2.7,107,50,34,35,10,0,46,4.8,0.574074074,0.6350681539999999,0.287102473,0,0,1,6.833333333333332,3.1666666666666665,2.1666666666666665,2.1666666666666665,0.6666666666666666,0.0,3.0,0.8333333333333334,1.8333333333333335,1.1666666666666667,2.6666666666666665,1.8333333333333335,2.0,2.0,4.5,2
282,282,282,王傳鑑,東森羚羊,F,1,0,196,85,22,9.3,4.9,0.6,2.3,0.5,0.8,2.7,61,1351,0.4787,0.1667,0.7011,0.4667,3.5,7.3,0.0,0.3,2.1,3.0,3.6,7.6,566,296,38,142,32,46,162,8.9,0.473684211,0.521300448,0.204991087,0,1,0,10.56818181818182,5.568181818181819,0.6818181818181818,2.6136363636363633,0.5681818181818182,0.9090909090909091,3.0681818181818183,3.977272727272727,8.295454545454545,0.0,0.3409090909090909,2.3863636363636362,3.409090909090909,4.090909090909091,8.636363636363637,1
283,283,283,廖偉成,東森羚羊,F,1,0,197,106,13,3.9,3.4,0.4,1.3,0.3,0.2,2.0,68,868,0.4582,0.0,0.6491,0.4545,1.7,3.7,0.0,0.0,0.5,0.8,1.7,3.7,267,230,30,85,19,13,136,4.6,0.45945945899999996,0.48124383,0.24289985100000003,0,1,0,7.5,6.538461538461538,0.7692307692307693,2.5,0.5769230769230769,0.38461538461538464,3.8461538461538463,3.269230769230769,7.115384615384615,0.0,0.0,0.9615384615384616,1.5384615384615385,3.269230769230769,7.115384615384615,1
284,284,284,劉義祥,東風,C,1,1,200,110,28,9.8,5.7,1.3,2.5,0.7,0.9,2.7,46,1280,0.4686,0.3291,0.6379,0.4408,3.2,6.9,0.6,1.7,1.6,2.5,3.8,8.6,450,263,58,117,31,40,124,10.2,0.476744186,0.505154639,0.204918033,1,0,0,8.750000000000002,5.089285714285714,1.1607142857142858,2.232142857142857,0.625,0.8035714285714286,2.4107142857142856,2.857142857142857,6.160714285714286,0.5357142857142857,1.5178571428571428,1.4285714285714286,2.232142857142857,3.392857142857143,7.678571428571429,1
285,285,285,丁國柱,東風,G,1,0,180,70,8,4.6,1.2,0.7,1.4,0.6,0.1,1.1,9,75,0.3429,0.25,0.7368,0.3333,1.3,3.9,0.1,0.4,1.6,2.1,1.4,4.3,41,11,6,13,5,1,10,2.4,0.33720930200000004,0.440275651,0.211352657,0,0,1,14.374999999999998,3.75,2.1875,4.375,1.875,0.3125,3.4375000000000004,4.0625,12.1875,0.3125,1.25,5.0,6.5625,4.375,13.4375,4
286,286,286,范耿祥,達欣,G,1,0,165,65,13,2.7,2.1,1.5,1.2,0.8,0.0,1.5,59,747,0.4898,0.3293,0.6905,0.3893,0.4,0.8,0.5,1.4,0.5,0.7,0.9,2.2,158,122,90,73,46,0,90,4.4,0.522727273,0.5382775120000001,0.323624595,0,0,1,5.1923076923076925,4.038461538461538,2.8846153846153846,2.3076923076923075,1.5384615384615385,0.0,2.8846153846153846,0.7692307692307693,1.5384615384615385,0.9615384615384616,2.6923076923076925,0.9615384615384616,1.3461538461538463,1.7307692307692308,4.230769230769232,2
287,287,287,林佳皇,緯來,G,1,0,185,83,19,8.6,1.5,1.1,1.1,0.8,0.1,2.2,77,1427,0.4695,0.3264,0.7778,0.3775,1.3,2.8,1.6,5.0,1.1,1.4,2.9,7.7,659,112,87,82,64,9,173,5.9,0.480519481,0.517075517,0.11682243,0,0,1,11.31578947368421,1.9736842105263157,1.4473684210526319,1.4473684210526319,1.0526315789473684,0.13157894736842105,2.8947368421052637,1.7105263157894737,3.6842105263157894,2.1052631578947367,6.578947368421052,1.4473684210526319,1.8421052631578947,3.8157894736842106,10.131578947368421,6
288,288,288,熊仁正,緯來,F,1,0,192,90,22,6.1,3.8,1.2,1.1,0.9,0.1,2.5,58,1297,0.5114,0.3319,0.5957,0.3804,0.8,1.5,1.4,4.1,0.5,0.8,2.1,5.6,355,221,70,64,53,4,146,7.2,0.5,0.512432796,0.155984118,0,1,0,6.931818181818182,4.318181818181818,1.3636363636363635,1.2500000000000002,1.0227272727272727,0.11363636363636363,2.840909090909091,0.9090909090909091,1.7045454545454546,1.5909090909090908,4.659090909090908,0.5681818181818182,0.9090909090909091,2.3863636363636362,6.363636363636363,3
289,289,289,黃春雄,緯來,C,1,1,200,98,23,6.6,4.9,1.0,1.2,0.9,0.8,1.9,67,1538,0.5857,0.2921,0.5255,0.5088,2.2,3.7,0.4,1.3,1.1,2.0,2.6,5.1,444,331,64,80,59,51,124,9.6,0.5490196079999999,0.551839465,0.16713091900000002,1,0,0,7.173913043478261,5.32608695652174,1.0869565217391304,1.3043478260869565,0.9782608695652174,0.8695652173913043,2.0652173913043477,2.3913043478260874,4.021739130434782,0.43478260869565216,1.4130434782608696,1.1956521739130437,2.1739130434782608,2.8260869565217392,5.5434782608695645,1
290,290,290,鍾維國,幼敏,G,1,0,183,65,11,2.4,1.5,0.8,0.8,0.4,0.0,1.4,70,753,0.3827,0.2909,0.7432,0.3456,0.4,1.2,0.2,0.8,0.8,1.1,0.7,1.9,165,106,57,55,29,2,99,2.8,0.42105263200000004,0.503355705,0.251256281,0,0,1,5.454545454545454,3.409090909090909,1.8181818181818181,1.8181818181818181,0.9090909090909091,0.0,3.1818181818181817,0.9090909090909091,2.727272727272727,0.45454545454545453,1.8181818181818181,1.8181818181818181,2.5000000000000004,1.5909090909090908,4.318181818181818,2
291,291,291,曾凡鳴,幼敏,G,1,0,183,75,4,1.3,1.1,0.1,0.5,0.3,0.1,0.8,18,76,0.6,0.25,0.5625,0.5,0.3,0.6,0.1,0.2,0.5,0.9,0.4,0.8,24,20,2,9,5,2,14,1.6,0.5625,0.543478261,0.294811321,0,0,1,8.125,6.875000000000001,0.625,3.125,1.875,0.625,5.0,1.875,3.75,0.625,1.25,3.125,5.625,2.5,5.0,2
292,292,292,呂嘉豪,幼敏,F,1,0,195,90,14,3.8,3.7,0.4,1.8,0.5,0.2,2.9,30,412,0.3398,1.5,0.7907,0.3619,1.2,3.4,0.1,0.1,1.1,1.4,1.3,3.5,113,112,12,54,14,6,86,4.3,0.385714286,0.461613217,0.304259635,0,1,0,6.785714285714286,6.607142857142857,0.7142857142857143,3.2142857142857144,0.8928571428571429,0.35714285714285715,5.178571428571429,2.142857142857143,6.071428571428571,0.17857142857142858,0.17857142857142858,1.9642857142857146,2.5,2.3214285714285716,6.25,1
293,293,293,謝志偉,幼敏,F,1,0,193,83,12,3.7,2.7,0.2,1.0,0.5,0.1,2.6,35,419,0.4405,0.2326,0.5652,0.3701,1.1,2.4,0.3,1.2,0.7,1.3,1.3,3.6,130,96,7,36,17,5,92,3.3,0.402777778,0.44343240700000003,0.19334880100000001,0,1,0,7.708333333333333,5.625,0.4166666666666667,2.0833333333333335,1.0416666666666667,0.20833333333333334,5.416666666666667,2.291666666666667,5.0,0.625,2.5,1.4583333333333333,2.7083333333333335,2.7083333333333335,7.5,1
294,294,294,林哲立,台啤,F,1,0,186,85,4,1.1,0.3,0.2,0.7,0.1,0.0,0.8,12,51,0.2857,0.2727,0.0,0.2778,0.2,0.6,0.3,0.9,0.0,0.2,0.4,1.5,13,4,2,8,1,0,10,-0.3,0.36666666700000006,0.34634760700000006,0.305944056,0,1,0,6.875000000000001,1.875,1.25,4.375,0.625,0.0,5.0,1.25,3.75,1.875,5.625,0.0,1.25,2.5,9.375,2
295,295,295,劉哲郎,臺灣銀行,F,1,0,187,85,9,3.7,1.8,0.5,0.5,0.5,0.0,1.5,15,128,0.5714,0.1667,0.6,0.5122,1.3,2.3,0.1,0.4,0.8,1.3,1.4,2.7,55,27,8,7,7,0,22,4.2,0.537037037,0.565403423,0.132555673,0,1,0,10.277777777777779,5.0,1.3888888888888888,1.3888888888888888,1.3888888888888888,0.0,4.166666666666667,3.611111111111111,6.388888888888888,0.2777777777777778,1.1111111111111112,2.2222222222222223,3.611111111111111,3.888888888888889,7.5,1
296,296,296,許智超,達欣工程,F,1,1,190,83,26,12.5,3.6,1.3,1.4,0.8,0.2,1.6,52,1337,0.5934,0.3857,0.8462,0.5622,4.5,7.6,0.5,1.3,1.9,2.3,5.0,9.0,650,185,66,74,44,9,85,12.6,0.583333333,0.624250899,0.122677883,0,1,0,12.01923076923077,3.4615384615384617,1.25,1.3461538461538463,0.7692307692307693,0.19230769230769232,1.5384615384615385,4.326923076923077,7.3076923076923075,0.4807692307692308,1.25,1.8269230769230769,2.2115384615384612,4.8076923076923075,8.653846153846153,1
297,297,297,趙家群,東森羚羊,G,1,0,185,77,10,2.4,2.6,1.0,0.8,0.4,0.0,1.2,16,156,0.425,0.0,0.3333,0.3617,1.1,2.5,0.0,0.4,0.3,0.8,1.1,2.9,38,42,16,12,6,0,19,3.3,0.379310345,0.36900369,0.19743336600000003,0,0,1,6.0,6.5,2.5,2.0,1.0,0.0,3.0,2.7500000000000004,6.25,0.0,1.0,0.75,2.0,2.7500000000000004,7.25,2
298,298,298,楊世豪,新浪,F,1,0,193,80,15,6.0,3.0,0.7,1.2,0.5,0.3,1.7,13,191,0.4177,0.2,0.8182,0.4048,2.5,6.1,0.1,0.4,0.7,0.8,2.6,6.5,78,39,9,16,7,4,22,5.3,0.40769230799999995,0.437828371,0.14903129699999998,0,1,0,10.0,5.0,1.1666666666666667,2.0,0.8333333333333334,0.5,2.8333333333333335,4.166666666666667,10.166666666666666,0.16666666666666666,0.6666666666666666,1.1666666666666667,1.3333333333333333,4.333333333333333,10.833333333333334,1
299,299,299,徐涌譯,新浪,G,1,0,192,73,14,5.5,2.1,0.9,1.1,0.6,0.1,1.6,47,678,0.503,0.3243,0.6563,0.4477,1.8,3.5,0.5,1.6,0.4,0.7,2.3,5.1,259,101,42,52,27,4,77,5.0,0.5,0.508505917,0.169022741,0,0,1,9.821428571428571,3.75,1.6071428571428572,1.9642857142857146,1.0714285714285714,0.17857142857142858,2.857142857142857,3.2142857142857144,6.25,0.8928571428571429,2.857142857142857,0.7142857142857143,1.25,4.107142857142857,9.107142857142856,4
300,300,300,駱大偉,台灣啤酒,F,1,0,192,90,5,0.7,1.0,0.1,0.6,0.3,0.1,0.9,7,37,0.1667,0.1,0.0,0.125,0.1,0.9,0.1,1.4,0.0,0.3,0.3,2.3,5,7,1,4,2,1,6,-0.7,0.152173913,0.14391447400000001,0.197889182,0,1,0,3.5,5.0,0.5,3.0,1.5,0.5,4.5,0.5,4.5,0.5,7.0,0.0,1.5,1.5,11.499999999999998,3
301,301,301,邱宗志,裕隆,F,1,1,198,90,11,2.7,1.6,0.3,0.6,0.5,0.3,1.0,30,340,0.4545,0.25,0.2703,0.3571,0.7,1.5,0.3,1.3,0.3,1.2,1.0,2.8,80,47,10,19,15,10,31,2.1,0.41071428600000004,0.40564903799999996,0.152749491,0,1,0,6.136363636363637,3.6363636363636362,0.6818181818181818,1.3636363636363635,1.1363636363636365,0.6818181818181818,2.272727272727273,1.5909090909090908,3.409090909090909,0.6818181818181818,2.9545454545454546,0.6818181818181818,2.727272727272727,2.272727272727273,6.363636363636363,5
302,302,302,高正侃,達欣工程,F,1,0,188,78,8,2.5,1.6,0.4,0.9,0.2,0.0,0.9,17,141,0.3659,0.5,0.7778,0.3778,0.9,2.4,0.1,0.2,0.4,0.5,1.0,2.6,43,28,6,16,3,0,15,2.1,0.403846154,0.443262411,0.24193548399999998,0,1,0,7.8125,5.0,1.25,2.8125,0.625,0.0,2.8125,2.8125,7.5,0.3125,0.625,1.25,1.5625,3.125,8.125,5
303,303,303,林正達,中廣戰神,F,1,0,195,75,11,3.8,2.2,0.4,1.1,0.5,0.3,1.3,15,160,0.5135,0.2,0.7143,0.4231,1.3,2.5,0.2,1.0,0.7,0.9,1.5,3.5,57,33,6,16,8,4,20,3.9,0.457142857,0.48767967100000004,0.22017614100000002,0,1,0,8.636363636363637,5.000000000000001,0.9090909090909091,2.5000000000000004,1.1363636363636365,0.6818181818181818,2.9545454545454546,2.9545454545454546,5.681818181818182,0.45454545454545453,2.272727272727273,1.5909090909090908,2.0454545454545454,3.409090909090909,7.954545454545454,5
304,304,304,檀伯強,明基新浪,C,1,0,203,111,10,3.0,2.2,0.1,0.9,0.2,0.3,2.1,21,203,0.4894,0.5,0.5833,0.4898,1.1,2.2,0.0,0.1,0.7,1.1,1.1,2.3,63,47,2,19,4,7,44,3.3,0.47826087,0.5387931029999999,0.244299674,1,0,0,7.5,5.500000000000001,0.25,2.25,0.5,0.75,5.25,2.7500000000000004,5.500000000000001,0.0,0.25,1.75,2.7500000000000004,2.7500000000000004,5.749999999999999,1
305,305,305,林裕書,明基新浪,C,1,0,193,93,8,3.5,1.1,0.4,1.1,0.5,0.1,1.5,17,139,0.3571,0.2609,0.6667,0.3231,0.9,2.5,0.4,1.4,0.7,1.1,1.2,3.8,60,18,7,19,9,1,26,1.5,0.36842105299999994,0.40849673200000003,0.20430906399999998,1,0,0,10.9375,3.4375000000000004,1.25,3.4375000000000004,1.5625,0.3125,4.6875,2.8125,7.8125,1.25,4.375,2.1875,3.4375000000000004,3.75,11.875,4
306,306,306,陳建州,台灣啤酒,F,1,0,190,90,6,1.8,1.2,0.1,0.3,0.1,0.1,1.2,17,109,0.4167,0.0,0.0,0.4054,0.9,2.1,0.0,0.1,0.0,0.0,0.9,2.2,30,20,1,5,2,2,20,1.7,0.409090909,0.409090909,0.12,0,1,0,7.5,5.0,0.4166666666666667,1.25,0.4166666666666667,0.4166666666666667,5.0,3.75,8.75,0.0,0.4166666666666667,0.0,0.0,3.75,9.166666666666668,1
